X,Y,title,numReview,avgReview,useful_count,funny_count,cool_count,index
0.07884,0.00039,peaks,1272,3.977987421,2332,1237,1579,856
0.8354,0.90355,usually,7972,3.907676869,13803,6974,9122,857
0.64613,0.62854,party,4545,3.620462046,9135,4782,5959,858
0.00462,0.02211,claim,747,3.330655957,1861,994,1150,859
0.47334,0.37209,due,2027,3.451899359,4049,2026,2471,860
0.34045,0.02915,answering,1100,3.540909091,2869,1652,1920,861
0.28106,0.05048,containers,975,3.481025641,2385,1402,1678,862
0.44488,0.00434,referred,490,3.616326531,1325,904,916,863
0.00825,0.00644,assist,287,3.49825784,782,483,513,864
0.11316,0.38568,holding,1664,3.657451923,4113,2564,2860,865
0.23498,0.00003,cherry,708,3.957627119,1762,881,1277,866
0.18324,0.05967,bomb,851,4.136310223,1358,837,920,867
0.20396,0.24673,hell,1428,3.43977591,4108,3236,2917,868
0.17289,0.45387,beat,1915,4.196344648,3282,1786,2299,869
0.04807,0.23844,dead,785,3.352866242,1804,1221,1250,870
0.52448,0.73992,add,3716,3.798708288,8022,4147,5371,871
0.20292,0.02155,wide,1074,3.965549348,1914,1059,1371,872
0.03497,0.0006,community,508,3.962598425,1313,833,995,873
0,0,suited,828,3.804347826,1960,1132,1325,874
0.03088,0.00623,snacks,1087,3.965961362,2318,1221,1599,875
0.46623,0.14613,black,2690,3.811524164,6195,3460,4261,876
0.16073,0.03927,staples,658,3.934650456,1198,603,782,877
0.13436,0.06599,specific,900,3.622222222,2003,1091,1310,878
0.19414,0.27492,cashier,417,3.354916067,826,470,484,879
0.91846,0.92342,finally,5616,3.426994302,13219,7151,8569,880
0.24165,0.08177,load,1191,3.797649034,2919,1723,2122,881
0.01131,0.00002,hotel,2553,3.741872307,4649,2255,3043,882
0.72916,0.98275,oh,5729,3.842380869,14316,9470,10473,883
0.27461,0.33395,imported,1645,3.849848024,3961,2225,2717,884
0.97618,0.99965,reasonable,9049,3.767267101,16564,8508,10906,885
0.01382,0.22948,line,4833,3.640388992,10455,6101,6932,886
0.1327,0.01548,cheaper,833,3.475390156,1427,756,855,887
0.44707,0.48445,passed,2655,3.524670433,6016,3388,3940,888
0.02168,0.05766,movie,1631,3.801348866,3635,2271,2530,889
0,0.03398,theater,839,3.777115614,1691,905,1083,890
0.04093,0.13531,chairs,1982,3.664984864,4451,2355,2990,891
0.19619,0.01109,raised,609,3.623973727,1478,821,896,892
0.00874,0.11083,screen,921,3.715526602,1895,1045,1358,893
0.18992,0.17155,block,1091,3.697525206,2471,1328,1678,894
0.36296,0.14063,bottom,1252,3.404153355,2745,1609,1773,895
0.26364,0.20016,alright,926,3.049676026,1716,1012,1091,896
0.86944,0.99974,away,7464,3.631966774,15832,8556,10305,897
0.01821,0.12195,fit,1583,3.765634871,3615,2169,2484,898
0.04223,0.36947,waffles,1559,3.9878127,3379,1967,2390,899
0.68526,0.88161,yes,4980,3.805421687,12100,7493,8579,900
0.36849,0.18636,teas,3811,3.849120966,7316,3863,5070,901
0.37754,0.32771,soft,2439,3.946289463,5240,2668,3745,902
0.532,0.36962,taken,2102,3.561370124,4713,2535,3009,903
0.07146,0.62049,early,3373,3.906907797,6587,3361,4379,904
0.38265,0.02155,velvet,749,4.100133511,1662,1020,1186,905
0.43831,0.04674,fancy,1557,3.904303147,3106,1720,2131,906
0.19417,0.42905,local,5820,3.97233677,11400,5450,7795,907
0.336,0.02051,whenever,925,4.198918919,1736,907,1217,908
0.60681,0.85925,mind,3778,3.645844362,8745,5087,5842,909
0.38515,0.42995,frequents,1929,3.934681182,3409,1732,2222,910
0.25105,0.11622,constantly,768,3.696614583,1632,880,1050,911
0.35696,0.01582,express,527,3.345351044,1180,706,767,912
0.00003,0.00024,adult,913,3.831325301,1720,898,1092,913
0.32893,0.01097,chandler,1130,3.887610619,1743,785,1109,914
0.52743,0.05242,terrific,805,4.223602484,1466,712,1032,915
0.00014,0.1196,stone,469,3.829424307,1156,662,844,916
0.12183,0.23935,wood,1185,4,2996,1541,2149,917
0.80127,0.77129,lights,6711,3.936373119,14745,7644,10524,918
0.2313,0.44973,loud,3080,3.449025974,5315,2941,3215,919
0.50676,0.39442,cannot,1951,3.924654024,4365,2481,3069,920
0.00119,0,pets,435,3.848275862,1030,575,711,921
0.07814,0.04432,stare,644,3.212732919,1979,1598,1430,922
0.81387,0.33231,mouth,2832,4.02789548,6583,3758,4529,923
0.0217,0.1418,company,1390,3.75323741,3304,1867,2353,924
0.19134,0.05714,concept,1540,3.456493506,3435,1827,2180,925
0.00424,0.06627,couches,793,4.066834805,1810,1043,1422,926
0.71601,0.27923,hostesses,2053,3.19386264,4423,2280,2547,927
0.15331,0.01711,intimate,978,4.22801636,1779,729,1210,928
0.04398,0.01526,advertise,516,3.005813953,1167,588,630,929
0.25014,0.32545,single,1836,3.720588235,4567,2720,2999,930
0.19816,0.22758,beyond,1300,3.816153846,2928,1529,1916,931
0.46065,0.01456,celebrate,1328,3.975903614,2671,1281,1749,932
0.3009,0.13212,martini,1670,3.917964072,3322,1889,2379,933
0.60623,0.57228,extra,4064,3.710137795,7997,4228,5137,934
0.04693,0.1168,dirty,1438,3.061196106,3101,2049,1956,935
0.05052,0.12858,judging,749,3.654205607,1710,1174,1212,936
0.58397,0.04752,olives,2213,3.9195662,5170,2617,3669,937
0.345,0.08443,settled,755,3.581456954,1840,1107,1344,938
0.33914,0.11717,smoking,2050,3.796097561,4230,2375,2889,939
0.41696,0.00879,platter,1290,3.910852713,2548,1266,1764,940
0.68768,0.02199,goat,1350,4.097777778,3179,1522,2199,941
0.55903,0.19341,prosciutto,834,4.145083933,2030,957,1432,942
0.32565,0.00138,jammed,735,3.94829932,1770,998,1280,943
0.76026,0.74528,size,5166,3.757452575,9929,5055,6659,944
0.454,0.13414,balance,1053,4.072174739,2459,1296,1762,945
0.52426,0.10941,creamy,2031,4.135893648,4881,2424,3514,946
0.21065,0.00601,darn,726,3.892561983,1443,818,1028,947
0.99918,0.50914,appetizers,7520,3.780585106,12746,5703,8037,948
0.42491,0.50609,obviously,1863,3.332796565,4352,2409,2737,949
0.19681,0.28447,dollar,1782,3.377104377,3703,2250,2371,950
0.53848,0.35477,short,3800,3.725526316,7802,4099,4979,951
0.44297,0.008,creme,787,4.108005083,1720,772,1184,952
0.31581,0.42247,anywhere,2053,3.926449099,3904,2094,2550,953
0.73922,0.10893,tender,2918,4.041809459,6171,2925,4261,954
0.89748,0.86828,instead,4287,3.383718218,9640,5154,6186,955
0.75004,0.37716,immediately,2281,3.714160456,5485,2962,3671,956
0.34694,0.88267,anyone,3403,3.665589186,7461,4263,4881,957
0.31503,0.20424,strong,1975,3.854683544,4089,2291,2929,958
0.77286,0.48084,listed,4979,3.880698936,10527,5187,6964,959
0.40052,0.05622,stood,740,3.086486486,1566,847,969,960
0.32338,0.50289,figure,2195,3.419589977,5341,3279,3636,961
0.25497,0.09556,wed,1562,3.674775928,3352,1722,2169,962
0.30585,0.08967,apartment,977,3.523029683,2119,1118,1347,963
0.22619,0.06804,pour,1162,3.576592083,2715,1526,1777,964
0.27809,0.17495,correctly,997,3.313941825,2220,1144,1349,965
0.23873,0.46901,across,2748,3.623362445,5775,3289,3802,966
0.16358,0.2085,god,1165,3.767381974,3367,2853,2572,967
0.8107,0.22629,split,2758,3.89231327,5381,2568,3539,968
0.00023,0.00137,stupid,465,3.169892473,1316,1107,900,969
0.00001,0.0016,lose,589,3.466893039,1598,1052,1069,970
0.36247,0.51917,money,3333,3.053105311,6841,3795,3793,971
0.98314,0.64827,brought,4606,3.541033435,9622,4769,6088,972
0.32671,0.00149,shes,516,3.798449612,1471,1166,1124,973
0.22718,0.07274,phone,1140,3.206140351,2733,1586,1577,974
0.25128,0.46355,established,2056,3.528696498,4839,2700,3105,975
0.19006,0.20985,spent,1732,3.605080831,3987,2265,2726,976
0.0406,0.13171,fountain,667,3.869565217,1416,746,1007,977
0.56606,0.00173,pasta,3141,3.898758357,5510,2514,3582,978
0.63079,0.3033,calamari,1123,3.882457703,1910,842,1211,979
0.99909,0.57474,dine,7475,3.801471572,15953,7749,10524,980
0.1499,0.02952,organized,1707,3.998828354,3843,1983,2737,981
0.18574,0.08805,event,1922,3.881373569,4305,2220,3091,982
0.39275,0.13444,coworkers,1333,3.610652663,2544,1358,1642,983
0.05402,0.04152,weekday,688,3.828488372,1264,636,811,984
0.24584,0.07375,corporate,502,3.480079681,1140,634,779,985
0.07206,0.20581,substituted,585,3.656410256,1172,612,774,986
0.2068,0.03292,stuck,906,3.418322296,1996,1196,1332,987
0.48304,0.83271,decent,6094,3.308828356,10695,5397,6632,988
0.93614,0.90081,three,5539,3.582957212,12700,7009,8640,989
0.66076,0.51234,word,2577,3.763290648,6769,4327,4758,990
0.06471,0.04417,hype,997,3.221664995,2043,1125,1210,991
0.18679,0.01662,margarita,2941,3.768446107,4705,2306,3076,992
0.18372,0.12525,aside,956,3.629707113,2287,1478,1597,993
0.06977,0.06541,stories,1132,3.554770318,2802,1935,2000,994
0,0.00002,stage,527,3.662239089,1216,759,887,995
0.30847,0.0699,booth,1666,3.740096038,3852,2076,2725,996
0.44649,0.3602,odd,1554,3.401544402,3314,1797,2152,997
0.23892,0.45507,become,1920,3.965625,4384,2561,3186,998
0.00002,0.05243,rotate,701,4.084165478,1598,787,1146,999
0.02804,0.03777,lost,1289,3.391776571,3271,2075,2282,1000
0.31502,0.01376,romantic,1070,4.228971963,2004,892,1358,1001
0.00715,0.41527,relaxing,2808,4.152777778,5177,2384,3665,1002
0.27952,0.74845,packed,4377,3.857208133,8274,4395,5729,1003
0.21275,0.02532,anytime,656,3.568597561,1297,679,846,1004
0.00946,0.03053,laughed,788,3.441624365,2095,1618,1476,1005
0.36264,0.26042,refills,2142,3.329131653,3935,1828,2278,1006
0.21477,0.11548,pulled,2459,3.725091501,5065,2833,3366,1007
0.04124,0.05154,ass,1063,3.517403575,3279,2907,2471,1008
0.47643,0.35195,sad,2054,3.156767283,4438,2332,2638,1009
0.38729,0.05668,bone,807,3.857496902,1559,807,953,1010
0.14318,0.01752,existed,694,3.733429395,1824,1111,1324,1011
0.17742,0.19923,allow,1713,3.659661413,4033,2234,2702,1012
0.00012,0.00075,reaching,562,3.571174377,1350,905,932,1013
0.42332,0.02624,appealing,887,3.455467869,1991,1092,1354,1014
0.02947,0.32168,gravy,1037,3.768563163,2094,1144,1368,1015
0.47823,0.71378,complaint,2744,3.840014577,4702,2179,2943,1016
0.25043,0,delivery,399,3.50877193,741,370,455,1017
0.05356,0.20764,lucked,797,3.340025094,1732,969,1131,1018
0.111,0.3381,step,1478,3.640730717,3560,2154,2453,1019
0.00051,0.05711,print,365,3.315068493,965,512,573,1020
0.02759,0,nail,265,3.667924528,573,381,431,1021
0.23045,0.08512,stellar,651,3.847926267,1423,733,961,1022
0.46614,0.21845,cravings,2561,3.872315502,4932,2424,3369,1023
0.18268,0.03372,ranch,1120,3.711607143,2339,1255,1610,1024
0.19336,0.3742,joint,3152,3.770304569,6075,3401,4054,1025
0.25428,0.41569,literally,1892,3.53012685,4287,2329,2620,1026
0.02486,0.00935,photos,605,3.829752066,1830,1116,1358,1027
0.5554,0.43106,slow,3404,3.283783784,5784,2618,3486,1028
0.03918,0.1928,laid,1062,4.081920904,2009,1046,1442,1029
0.23518,0.00231,adorable,882,4.164399093,2257,1264,1737,1030
0.80238,0.01608,tuna,2309,3.820268515,4059,1877,2644,1031
0.75991,0.96912,either,4736,3.450380068,10012,5559,6389,1032
0.27729,0.03048,buffalo,829,3.905910736,1512,797,1030,1033
0.2101,0.09926,picky,888,3.876126126,1472,740,922,1034
0.63006,0.39805,dressing,3644,3.714599341,7806,4430,5228,1035
0.03735,0.00866,bought,1301,3.586471945,3030,1795,2090,1036
0.20083,0.124,desirable,905,3.391160221,1855,1039,1245,1037
0.24749,0.0011,pair,1351,4.089563286,3070,1626,2131,1038
0,0.0719,comfy,878,4.105922551,1936,1041,1414,1039
0.36988,0.01647,signature,866,3.915704388,1876,826,1289,1040
0.22551,0.12476,mothers,843,3.782918149,2004,1367,1404,1041
0.29343,0.01068,assortment,609,4.016420361,1250,674,868,1042
0.26628,0.26022,fare,1197,3.772765246,2240,1173,1544,1043
0.15251,0.31419,number,1885,3.597877984,4634,2723,3078,1044
0.09464,0.16046,omelet,863,3.83198146,1666,835,1105,1045
0.01001,0.03671,indulging,651,4.141321045,1525,862,1135,1046
0.32271,0.26091,admit,1663,3.75826819,3752,2301,2819,1047
0.02141,0.066,addicting,857,4.368728121,1629,890,1238,1048
0.38692,0.26353,opted,1366,3.786237189,3197,1602,2237,1049
0.32108,0.14928,heat,2150,3.78744186,4444,2314,3044,1050
0.31414,0.3863,outdoor,2829,3.972074938,4747,2180,3259,1051
0.41609,0.18618,known,1295,3.639382239,2939,1773,1976,1052
0.05766,0.00434,gift,1124,3.78024911,2181,1194,1509,1053
0.47744,0.02383,specialties,1178,3.869269949,2213,1027,1400,1054
0.36604,0.28442,heavenly,1964,4.411405295,4327,2433,3171,1055
0.03205,0.1527,willing,1124,3.670818505,2290,1241,1478,1056
0.55089,0.00617,occasions,1646,3.912515188,3042,1478,2001,1057
0.14713,0.16313,bonus,719,4.108484006,1424,738,1019,1058
0.20867,0.00316,blows,862,3.66937355,2013,1208,1371,1059
0.34282,0.38346,enchilada,1662,3.741877256,2685,1270,1768,1060
0.53821,0.09494,heavy,1371,3.65134938,2862,1530,1943,1061
0.03611,0.58013,weekend,4370,3.968878719,7953,3996,5311,1062
0.54549,0.76024,group,5252,3.668507235,10103,5048,6670,1063
0.08137,0.02323,diverse,643,4.183514774,1226,624,862,1064
0.09316,0.01786,secret,814,4.208845209,1994,1328,1522,1065
0.20586,0.18549,paid,1652,2.977602906,3435,1889,1873,1066
0.61445,0.39684,valley,4323,4.107795512,8500,4010,5816,1067
0.01364,0.00002,wandering,598,3.795986622,1641,1096,1275,1068
0.19209,0.19339,worry,1138,3.890158172,2768,1702,1984,1069
0.41772,0.00005,pureed,930,3.917204301,2491,1375,1722,1070
0.44629,0.06682,trendy,1358,3.677466863,2461,1276,1650,1071
0.06186,0.0254,hipster,856,3.752336449,2021,1443,1491,1072
0.11669,0.10238,vegan,1343,4.046165302,2733,1375,1836,1073
0.33174,0.12313,menus,1174,3.375638842,2798,1457,1724,1074
0.39199,0.19348,tradition,2073,3.938253739,4015,1817,2672,1075
0.25421,0.5636,possible,2258,3.719663419,5592,3409,3934,1076
0.52857,0.20201,corn,3118,3.910840282,6407,3287,4416,1077
0.03612,0.01397,gross,991,2.710393542,2152,1407,1234,1078
0.56314,0.17991,cucumber,1023,3.919843597,2266,1059,1549,1079
0.23341,0.17612,chili,2119,3.896177442,3987,2012,2691,1080
0.05805,0.30508,burrito,2340,3.834188034,4042,2080,2628,1081
0.08518,0.27276,beside,921,3.636264929,2034,1150,1412,1082
0.86492,0.20176,tofu,1334,3.853073463,2577,1278,1811,1083
0.22806,0.14376,diet,859,3.788125728,2262,1508,1695,1084
0.20885,0.0764,pops,1480,3.827702703,3679,2053,2689,1085
0.21015,0.55814,late,3514,3.72595333,7163,3921,4960,1086
0.1859,0,score,600,3.845,1628,1033,1231,1087
0.7578,0.30439,salmon,2570,3.975097276,4696,2054,2956,1088
0.13237,0.08287,mini,1034,3.905222437,2294,1285,1647,1089
0.49599,0.08475,cilantro,824,4.040048544,1824,955,1278,1090
0,0,bed,1181,3.851820491,2887,1617,2020,1091
0.0829,0.1254,center,1787,3.750419698,3950,1988,2687,1092
0.47325,0.09244,east,1277,4.008613939,2514,1302,1720,1093
0.0791,0.0973,distance,825,3.903030303,1662,968,1220,1094
0.32815,0.00404,rail,789,3.891001267,2032,1239,1638,1095
0.31969,0.03401,classy,796,4.108040201,1512,883,1048,1096
0.28542,0.40182,studio,162,4,383,206,288,1097
0.05918,0.03233,class,1073,3.881640261,2364,1348,1575,1098
0.00388,0.17445,gym,471,3.719745223,1047,545,617,1099
0.33419,0.04304,springs,2287,3.932662877,3984,1894,2608,1100
0.18866,0.06175,practice,864,3.498842593,2186,1258,1506,1101
0.04161,0.01629,body,592,3.788851351,1504,1146,1077,1102
0.00127,0.14214,bathrooms,2348,3.610306644,5514,3609,3843,1103
0.40857,0.01422,cheesy,898,3.840757238,1935,1095,1362,1104
0.26675,0.11392,gem,1447,4.461644782,2701,1239,1926,1105
0.53148,0.35179,truly,2173,4.052462034,4528,2226,3082,1106
0.122,0.04685,ceiling,684,3.752923977,1648,940,1169,1107
0.16883,0.14886,focus,674,3.692878338,1557,898,1059,1108
0.14818,0.02187,tree,703,4.075391181,1348,734,989,1109
0.08474,0.00005,hurt,514,3.649805447,1318,906,933,1110
0.19296,0.01133,bike,561,4.028520499,1538,1000,1201,1111
0.00085,0.00071,rides,1082,3.831792976,2692,1926,2092,1112
0.17001,0.01973,lowered,635,3.329133858,1229,681,774,1113
0.3721,0.04355,central,1517,3.924192485,3619,2013,2713,1114
0.05111,0.34371,staying,4569,3.674545852,9161,4825,5915,1115
0.38367,0.00041,familiar,573,3.82547993,1294,664,855,1116
0.30241,0.03305,guest,1880,3.693617021,3769,1633,2245,1117
0,0.00046,pool,2208,3.928442029,4309,2244,2928,1118
0.00051,0.08954,lobby,686,3.683673469,1526,767,964,1119
0.64028,0.29845,greeted,2393,3.707062265,5696,2975,3745,1120
0.23297,0.31425,rude,1432,2.271648045,3088,1524,1277,1121
0.22147,0.27393,awful,1196,2.43812709,2417,1302,1242,1122
0.11779,0.10658,shit,677,3.302806499,2482,2456,1876,1123
0.18463,0.00051,accord,547,3.486288848,1267,638,784,1124
0.37185,0.05604,ahead,1311,3.719298246,3225,1840,2209,1125
0.00182,0.01178,squeezed,696,3.836206897,1713,1016,1213,1126
0.01243,0.02969,fucking,494,3.234817814,2127,2417,1772,1127
0.1418,0.06299,office,1084,3.707564576,2422,1406,1699,1128
0.26005,0.00135,spectacular,1128,3.778368794,2084,915,1282,1129
0.56116,0.57658,sort,2725,3.609174312,6147,3699,4320,1130
0.26915,0.11679,soggy,1080,2.967592593,2174,1142,1263,1131
0.12538,0.42095,annoying,1598,3.183354193,3621,2255,2202,1132
0.16852,0.03192,leg,712,3.679775281,1778,1166,1190,1133
0.32605,0.14569,strange,1162,3.339931153,2439,1557,1653,1134
0.46413,0.37928,particular,1961,3.69709332,4185,2309,2836,1135
0.60437,0.7234,honestly,2750,3.571636364,5825,3304,3803,1136
0.48914,0.13859,tiny,1975,3.464810127,4267,2385,2832,1137
0.06648,0.36703,caused,1211,3.483071841,2824,1869,1874,1138
0.3819,0.71532,writes,2499,3.455382153,6243,3646,4096,1139
0.27561,0.09777,match,779,3.726572529,1499,844,1006,1140
0.08652,0.05466,blown,698,3.944126075,1448,709,985,1141
0.63514,0.00878,lobster,1454,3.962861073,2686,1194,1640,1142
0.36097,0.00073,neither,795,3.201257862,1921,1059,1197,1143
0.57947,0.75024,often,3771,4.020418987,6826,3414,4584,1144
0.48184,0.11323,notch,1346,4.291976226,2177,1011,1451,1145
0.0005,0.04809,entertains,1261,3.833465504,2789,1632,1955,1146
0.47433,0.89467,able,3984,3.81626506,8385,4355,5705,1147
0.25717,0.3322,rounded,1557,3.696210662,3633,2019,2549,1148
0.20588,0.00632,challenge,634,3.944794953,1411,869,1004,1149
0.48286,0.18106,describe,1537,3.722836695,3933,2260,2762,1150
0.36203,0.07399,everyday,609,4.28407225,1072,520,784,1151
0.33089,0.02591,ran,808,3.366336634,1841,1030,1188,1152
0.11219,0.44556,patron,1898,3.394099052,4488,2786,2960,1153
0.40411,0.54042,kept,2347,3.585428206,5259,2959,3508,1154
0.14515,0.06928,paradise,406,3.916256158,945,522,648,1155
0.00106,0.00317,destined,631,3.736925515,1516,927,1073,1156
0.1872,0.02658,various,976,3.923155738,2137,1156,1520,1157
0.053,0.01204,forced,653,3.34762634,1702,1179,1187,1158
0.1755,0.03931,milk,1152,3.931423611,2391,1287,1679,1159
0.23008,0.06314,brightly,1031,3.788554801,2614,1428,1914,1160
0.39871,0.50132,upon,1985,3.694710327,4864,2728,3335,1161
0.00005,0.00021,espresso,767,4.086049544,1637,824,1120,1162
0.15657,0.33807,covered,2692,3.642273403,6311,3686,4389,1163
0.26427,0.09404,hidden,1063,4.177798683,2308,1193,1617,1164
0.4409,0.48944,today,3417,3.706467662,7784,4298,5417,1165
0.20429,0.00041,dozen,1062,3.854990584,2337,1382,1644,1166
0.03702,0.00144,dude,703,3.425320057,2156,1949,1661,1167
0.3731,0.03467,donuts,294,4.183673469,639,287,415,1168
0.15412,0.14282,john,330,3.957575758,814,534,642,1169
0.00441,0.0012,press,556,3.888489209,1376,726,905,1170
0.39383,0.05417,crunchy,1191,3.86565911,2735,1498,1988,1171
0.182,0.00001,subbed,700,3.614285714,1307,626,823,1172
0.2071,0.05073,road,1085,3.739170507,2592,1427,1797,1173
0.00005,0.00024,pedicure,22,4.090909091,56,18,35,1174
0.42169,0.01646,discover,1053,4.020892688,2215,1251,1610,1175
0.10565,0.01484,trained,1398,3.663090129,2742,1446,1754,1176
0.52668,0.03683,dad,779,3.87804878,1588,951,1141,1177
0.0001,0.09092,everywhere,987,3.66970618,2211,1433,1517,1178
0.12384,0.00863,sport,1578,3.692648923,2645,1531,1803,1179
0.10191,0.07989,city,2215,3.945372461,5041,2871,3735,1180
0.03435,0.00009,team,755,3.892715232,1628,950,1141,1181
0.32023,0.10338,bagels,456,3.791666667,719,367,503,1182
0.46699,0.00145,coconut,1265,4.066403162,2555,1311,1808,1183
0.13868,0.07974,combo,1911,3.89848247,3403,1676,2267,1184
0.06308,0.02977,thrilled,590,3.774576271,1326,689,961,1185
0.20223,0.021,needless,633,3.150078989,1424,782,837,1186
0.65201,0.43879,mine,2239,3.660562751,4484,2342,3006,1187
0.20317,0.00022,brew,1388,3.96685879,2335,1158,1654,1188
0.07421,0.01441,smooth,845,4.076923077,1986,1061,1491,1189
0.1176,0.02758,blueberry,540,4.088888889,1143,498,803,1190
0.06041,0.1723,indoor,723,3.998616874,1410,681,1021,1191
0.21921,0.15244,varies,616,3.897727273,1201,614,809,1192
0.24234,0.41269,terrible,1943,2.532166752,3731,1907,1933,1193
0.45758,0.67757,set,4306,3.764746865,9343,4880,6315,1194
0.20959,0.08547,fee,656,3.472560976,1532,725,868,1195
0.19896,0.14817,improve,1132,3.462014134,2228,1042,1336,1196
0.02231,0.0006,shirt,546,3.448717949,1404,1261,1063,1197
0.0955,0.063,fake,521,3.287907869,1196,898,813,1198
0.07811,0.06146,learned,1372,3.739795918,3403,1946,2439,1199
0.02096,0.01109,refused,463,2.75161987,1157,733,677,1200
0.58069,0.69752,twice,2959,3.621155796,5251,2696,3212,1201
0.14,0.01087,scream,628,3.256369427,1582,1274,1153,1202
0.9638,0.99898,visit,11613,3.87083441,22682,10896,15083,1203
0.08893,0.01312,lit,631,3.976228209,1376,706,965,1204
0.97954,0.58199,husband,4844,3.768786127,7278,2910,4239,1205
0.2318,0.12287,bistros,619,3.959612278,1279,546,825,1206
0.31092,0.0729,highlights,917,3.72082879,2027,979,1343,1207
0.10891,0.10953,excuse,748,3.021390374,2057,1327,1280,1208
0.45155,0.37626,standard,2441,3.632937321,4664,2296,3045,1209
0.48765,0.04015,upscale,1171,3.812126388,2056,962,1330,1210
0.00208,0,traffic,533,3.65478424,1325,734,921,1211
0.11551,0.29688,larger,1042,3.763915547,2125,1045,1355,1212
0.69991,0.14333,spinach,1974,3.898176292,3945,1758,2653,1213
0.24568,0.24479,wheat,654,3.894495413,1560,761,1153,1214
0.29553,0.1134,daily,1312,4.073170732,2981,1441,2095,1215
0.27106,0.23755,horrible,1645,2.311246201,3320,1817,1616,1216
0.00417,0.12429,occasionally,636,3.91509434,1279,785,924,1217
0.17754,0.1133,ham,856,3.864485981,1936,975,1327,1218
0.25717,0.10094,blue,2154,3.870473538,4677,2634,3359,1219
0.1436,0.0378,jack,551,3.745916515,1289,748,927,1220
0.60654,0.15769,mushroom,3048,3.921916011,6107,2918,4094,1221
0.37566,0.11271,classic,1473,4.038696538,3133,1487,2161,1222
0.26366,0.00201,feta,674,3.961424332,1497,754,1059,1223
0.18021,0,yogurt,802,4.074812968,1573,925,1129,1224
0.12326,0.13283,shot,1949,3.535146229,4145,2576,2793,1225
0.20667,0.08681,ten,899,3.408231368,2297,1375,1510,1226
0.69399,0.37483,main,3635,3.721045392,7184,3259,4633,1227
0.06166,0.00945,double,1249,3.783827062,2685,1590,1775,1228
0.40898,0.13111,ginger,819,3.992673993,1831,887,1265,1229
0.10836,0.08593,knock,908,3.693832599,1970,1217,1370,1230
0.35895,0.11883,w,1527,3.798952194,3715,2061,2721,1231
0.05948,0.00882,men,818,3.584352078,2043,1664,1543,1232
0.00927,0.07131,noise,582,3.484536082,1034,504,610,1233
0.34516,0.005,repeat,762,3.349081365,1776,955,1055,1234
0.17586,0.00281,magically,655,4.093129771,1768,1103,1312,1235
0.08737,0.08447,age,1142,3.756567426,2616,1719,1831,1236
0.61111,0.36933,duck,1215,3.960493827,2251,1087,1485,1237
0.59696,0.06934,rich,1790,4.082122905,3982,2147,2872,1238
0.31766,0.03937,plain,1327,3.415975885,2641,1421,1658,1239
0.09831,0.07337,thumbs,600,3.885,1123,637,783,1240
0.17673,0.13254,draft,786,3.833333333,1385,679,899,1241
0.38163,0.58663,chance,2437,3.56339762,5238,2879,3452,1242
0.0801,0.65081,hearing,2823,3.567835636,6305,3548,4315,1243
0.66033,0.00815,asparagus,923,4.015167931,2248,1073,1584,1244
0.51714,0.0329,sent,887,3.025930101,2103,1018,1161,1245
0.28042,0.14231,breast,747,3.828647925,1730,930,1183,1246
0.55103,0.0394,accompaniment,1149,3.877284595,2976,1510,2111,1247
0.19754,0.00067,potential,702,3.004273504,1766,995,1119,1248
0.39994,0.25408,mediocre,1839,2.558999456,3258,1723,1657,1249
0.01181,0.01886,mountain,885,4.207909605,2069,1147,1534,1250
0.51691,0.03045,leftovers,1058,3.872400756,2209,1141,1535,1251
0.14771,0.09518,elsewhere,952,3.027310924,1926,912,1121,1252
0.0052,0.00013,member,904,3.558628319,2054,1176,1310,1253
0.12623,0.53387,seen,3196,3.689299124,7248,4403,5130,1254
0.07454,0.05652,bet,652,3.654907975,1556,1068,1117,1255
0.68037,0.10028,scallop,1346,3.961367013,2778,1242,1787,1256
0.56834,0.10239,guacamole,1617,3.830550402,2847,1276,1822,1257
0.36956,0.04676,fell,926,3.573434125,2158,1171,1421,1258
0.22309,0.00043,fork,867,3.663206459,2001,1131,1325,1259
0.36962,0.09012,pineapple,870,3.998850575,1768,917,1223,1260
0.31062,0.14071,equally,1013,3.892398815,2105,1117,1390,1261
0.30245,0.04649,level,1758,3.680887372,3701,2169,2423,1262
0.00003,0,airport,1135,3.432599119,1855,1138,1293,1263
0.43355,0.02157,chunks,938,3.680170576,2102,1070,1442,1264
0.41731,0.46068,supposed,2203,3.05901044,4800,2880,2993,1265
0.11151,0.35302,free,5652,3.841825902,10930,5861,7289,1266
0.30686,0.0478,knowledgeable,1425,4.236491228,2515,1117,1675,1267
0.07922,0.00851,growing,708,3.913841808,1638,914,1185,1268
0.00022,0.00348,pain,746,3.40616622,1730,1106,1149,1269
0.12155,0.04916,entrance,851,3.650998825,1987,1106,1344,1270
0.00424,0.23706,towards,995,3.526633166,2253,1409,1556,1271
0.15733,0.0079,individual,530,3.701886792,1241,605,830,1272
0.09958,0.17393,catering,737,3.842605156,1510,775,1045,1273
0.07155,0.01471,flower,419,4.221957041,1101,602,871,1274
0.0692,0.01535,purchases,1113,3.622641509,2591,1408,1764,1275
0.00074,0.00718,sleep,351,3.541310541,826,625,584,1276
0.20747,0.21957,awhile,954,3.620545073,2157,1096,1479,1277
0,0.0012,desk,676,3.25443787,1458,710,810,1278
