X,Y,numReview,avgReview,num,age,sex,job,zip,lat,lon,
0.088739,0.63845,93,3.7097,716,24,M,technician,84105,40.738,-111.857,
0.052318,0.58326,39,3.6923,717,42,M,technician,64118,39.213,-94.574,
0.15462,0.47212,67,3.1045,718,37,F,other,V0R2H,300,300,
0.0066914,0.4492,30,3.9667,719,49,F,administrator,16506,42.064,-80.166,
0.29013,0.53287,168,3.5357,720,24,F,entertainment,11238,40.681,-73.964,
0.056887,0.5646,42,3.619,721,50,F,homemaker,17331,39.936,-76.673,
0.060666,0.46434,22,3.2727,722,26,M,executive,94403,37.541,-122.304,
0.0032523,0.50112,85,2.1647,723,31,M,executive,40243,38.242,-85.535,
0.021685,0.49816,25,3.8,724,21,M,student,91711,33.787,-118.299,
0.023002,0.50026,24,3,725,25,F,administrator,80538,40.551,-105.183,
0.57073,0.7551,322,3.0373,726,25,M,student,78741,30.231,-97.715,
0.034084,0.50224,26,3.5769,727,58,M,executive,94306,37.189,-121.705,
0.0059147,0.48512,21,2.8571,728,19,M,student,56567,46.491,-95.366,
0.054222,0.54931,38,3.2368,729,31,F,scientist,32114,29.146,-81.053,
0.21418,0.35422,83,3.3855,730,41,F,educator,70403,30.53,-90.465,
0.0023136,0.47004,20,3.7,731,28,F,other,98405,47.248,-122.473,
0.0847,0.51212,107,3.028,732,44,F,other,60630,41.812,-87.687,
0.18871,0.44246,64,3.6094,733,25,F,other,63108,38.645,-90.252,
0.056906,0.50392,53,3.3208,734,29,F,healthcare,85719,32.247,-110.948,
0.025564,0.47303,24,3,735,48,F,writer,94618,37.843,-122.24,
0.12121,0.42272,33,3.9697,736,30,M,programmer,98072,47.741,-122.091,
0.46029,0.53375,148,3.6757,737,35,M,technician,95403,38.477,-122.81,
0.1054,0.45216,35,3.6,738,35,M,technician,73162,35.565,-97.575,
0.0044307,0.47218,20,3.4,739,25,F,educator,22206,38.84,-77.089,
0.28902,0.5024,104,3.4615,740,25,M,writer,63108,38.645,-90.252,
0.056085,0.50614,26,3.4615,741,35,M,student,29210,33.981,-80.993,
0.027959,0.48336,35,3.6857,742,31,M,programmer,92660,33.638,-117.875,
0.074939,0.42812,27,3.8519,743,35,M,marketing,47024,39.468,-85.178,
0.15194,0.42048,60,3.1,744,42,M,writer,55113,45.014,-93.157,
0.24156,0.58441,67,3.6418,745,25,M,engineer,19047,40.289,-75.065,
0.69847,0.18318,293,4.0546,746,19,M,other,93612,36.878,-119.585,
0.34832,0.39007,108,3.7222,747,28,M,administrator,94720,37.867,-122.254,
0.69509,0.62635,305,3.623,748,33,M,other,80919,38.938,-104.917,
0.0039237,0.48441,33,3.0909,749,28,M,administrator,32303,30.536,-84.248,
0.39147,0.5218,168,3.5417,750,24,F,other,90034,33.787,-118.299,
0.0067525,0.4883,73,3.2055,751,60,M,retired,21201,39.297,-76.623,
0.15957,0.38833,57,3.5965,752,56,M,salesman,91206,33.787,-118.299,
0.037621,0.51506,34,3.3824,753,59,F,librarian,62901,37.775,-89.387,
0.0018564,0.4824,38,3.1053,754,44,F,educator,97007,45.45,-122.865,
0.23035,0.56449,109,3.1927,755,30,F,none,90247,33.888,-118.295,
0.38978,0.71033,166,3.3675,756,26,M,student,55104,44.956,-93.167,
0.68588,0.49529,357,3.8768,757,27,M,student,53706,43.078,-89.413,
0.057883,0.58497,32,4.0625,758,20,F,student,68503,40.845,-96.699,
0.078585,0.50751,41,3.2439,759,35,F,other,14211,42.912,-78.819,
0.075023,0.5818,66,2.8485,760,17,M,student,97302,44.89,-123.082,
0.0282,0.45729,21,3.0476,761,32,M,administrator,95050,37.189,-121.705,
0.33546,0.40999,129,3.7829,762,27,M,scientist,2113,42.365,-71.055,
0.27059,0.61739,109,3.6881,763,27,F,educator,62903,37.759,-89.416,
0.044269,0.43321,23,4.087,764,31,M,student,33066,26.252,-80.165,
0.43155,0.28198,175,3.3543,765,42,M,other,10960,41.08,-73.93,
0.11222,0.40861,37,4.4324,766,70,M,engineer,0,300,300,
0.089591,0.57108,64,3.2656,767,29,M,administrator,12866,43.101,-73.851,
0.041995,0.52577,29,3.069,768,39,M,executive,6927,41.309,-73.364,
0.084659,0.60519,64,4.2969,769,28,M,student,14216,42.946,-78.86,
0.15785,0.49352,70,3.7143,770,26,M,student,15232,40.434,-80.025,
0.0044584,0.50832,33,4,771,50,M,writer,27105,36.162,-80.241,
0.32191,0.42722,161,3.2795,772,20,M,student,55414,44.975,-93.234,
0.32944,0.48661,224,2.058,773,30,M,student,80027,39.981,-105.27,
0.0041532,0.4684,28,3.7857,774,46,M,executive,90036,33.787,-118.299,
0.25514,0.3737,105,3.4667,775,30,M,librarian,51157,300,300,
0.11424,0.44941,36,4.0556,776,63,M,programmer,1810,42.648,-71.166,
0.17526,0.50306,65,2.9538,777,34,M,student,1960,42.537,-70.974,
0.079682,0.57448,37,3.9189,778,31,M,student,K7L5J,300,300,
0.18779,0.39817,55,3.8727,779,49,M,programmer,94560,37.534,-122.025,
0.14545,0.42615,42,3.7857,780,20,M,student,48825,42.724,-84.465,
0.031033,0.56299,232,2.7888,781,21,F,artist,33205,300,300,
0.0051717,0.48747,30,3.8667,782,30,M,marketing,77081,29.682,-95.307,
0.0025168,0.48408,39,3.8462,783,47,M,administrator,91040,33.787,-118.299,
0.090843,0.46937,27,3.7037,784,32,M,engineer,23322,36.643,-76.242,
0.38608,0.49101,117,3.8718,785,36,F,engineer,1754,42.446,-71.459,
0.0027434,0.48684,57,3.1404,786,18,F,student,98620,45.841,-120.769,
0.49724,0.52372,249,3.3414,787,51,M,administrator,5779,300,300,
0.061557,0.50187,33,3.6667,788,29,M,other,55420,44.835,-93.255,
0.40666,0.70537,231,3.0173,789,27,M,technician,80913,38.73,-104.754,
0.019417,0.48127,25,3.8,790,31,M,educator,20064,38.933,-76.996,
0.065134,0.54995,47,3.1277,791,40,M,programmer,12205,42.72,-73.821,
0.090955,0.59635,55,3.5091,792,22,M,student,85281,33.433,-111.927,
0.079628,0.44575,39,4.3077,793,32,M,educator,57197,43.675,-96.791,
0.33568,0.56546,159,3.1321,794,30,M,programmer,8610,40.202,-74.705,
0.7347,0.67153,358,3.6006,795,32,F,writer,33755,27.978,-82.782,
0.026987,0.48477,26,2.6538,796,44,F,other,62522,39.866,-89.019,
0.35418,0.62055,239,3.3264,797,40,F,writer,64131,38.963,-94.575,
0.051463,0.42737,24,4,798,49,F,administrator,19716,39.564,-75.597,
0.055972,0.53784,28,3.75,799,25,M,programmer,55337,44.772,-93.226,
0.0053631,0.50737,26,4.0385,800,22,M,writer,92154,32.628,-117.035,
0.10172,0.49295,75,3.4933,801,35,M,administrator,34105,26.194,-81.764,
0.0019812,0.45474,33,3.0909,802,70,M,administrator,78212,29.439,-98.493,
0.74409,0.59363,332,3.6657,803,39,M,educator,61820,40.102,-88.197,
0.5203,0.56405,273,3.348,804,27,F,other,20009,38.919,-77.04,
0.37912,0.47192,140,3.6429,805,27,M,marketing,11217,40.685,-73.981,
0.48406,0.59123,204,3.8922,806,41,F,healthcare,93555,35.54,-117.794,
0.0054755,0.48497,23,4.1304,807,45,M,salesman,90016,33.787,-118.299,
0.0047031,0.47676,20,3.45,808,50,F,marketing,30803,33.141,-82.527,
0.0023513,0.4919,26,4.4231,809,55,F,other,80526,40.588,-105.324,
0.0032861,0.48496,21,4.1429,810,40,F,educator,73013,35.556,-97.515,
0.003533,0.49462,20,3.5,811,22,M,technician,76234,33.26,-97.611,
0.0067594,0.47533,29,2.7931,812,14,F,student,2136,42.254,-71.129,
0.061197,0.47505,35,2.9714,813,30,M,other,12345,42.833,-74.058,
0.51775,0.44491,183,3.7432,814,32,M,other,28806,35.57,-82.606,
0.0052322,0.50396,25,3.84,815,34,M,other,20755,39.154,-76.691,
0.046112,0.5583,36,3.3611,816,19,M,student,60152,42.255,-88.608,
0.0069192,0.47352,21,3.4762,817,28,M,librarian,27514,36.005,-79.054,
0.024441,0.46162,28,4.0714,818,59,M,administrator,40205,38.224,-85.6,
0.0078975,0.47684,21,3,819,22,M,student,37725,36.001,-83.423,
0.19898,0.50483,62,4.3387,820,37,M,engineer,77845,30.579,-96.294,
0.040169,0.48334,25,3.12,821,29,F,librarian,53144,42.618,-87.948,
0.57775,0.48299,185,4.0054,822,27,M,artist,50322,41.63,-93.754,
0.0064078,0.4734,20,2.6,823,31,M,other,15017,40.355,-80.091,
0.19222,0.73504,145,3.6138,824,44,M,engineer,5452,44.486,-73.025,
0.2867,0.62492,115,3.8261,825,28,M,artist,77048,29.626,-95.341,
0.005477,0.48403,28,3.25,826,23,F,engineer,80228,39.689,-105.156,
0.071726,0.38495,104,3.1154,827,28,M,librarian,85282,33.397,-111.929,
0.10395,0.42656,64,3.5469,828,48,M,writer,80209,39.707,-104.964,
0.33135,0.49145,106,3.7453,829,46,M,programmer,53066,43.087,-88.463,
0.14532,0.54824,73,3.5205,830,21,M,other,33765,27.99,-82.743,
0.016294,0.5021,25,2.96,831,24,M,technician,77042,29.834,-95.434,
0.45658,0.41038,267,3.0562,832,34,M,writer,90019,33.787,-118.299,
0.072374,0.55358,54,3.9259,833,26,M,other,64153,39.27,-94.742,
0.2988,0.36793,102,4.1471,834,44,F,executive,11577,40.755,-73.602,
0.12476,0.3634,50,3.86,835,44,M,artist,10018,40.755,-73.993,
0.049769,0.51195,46,3.0435,836,36,F,artist,55409,44.925,-93.289,
0.26539,0.4975,93,4.1183,837,23,M,student,1375,42.565,-72.701,
0.065657,0.53505,57,3.193,838,38,F,entertainment,90814,33.771,-118.143,
0.56471,0.13686,197,4.1371,839,39,M,artist,55406,44.976,-93.279,
0.0055506,0.4928,31,3.9032,840,45,M,doctor,47401,39.079,-86.435,
0.0073106,0.46365,27,3.7407,841,40,M,writer,93055,300,300,
0.38777,0.46648,204,2.7353,842,35,M,librarian,44212,41.206,-81.823,
0.2279,0.55672,81,3.5062,843,22,M,engineer,95662,38.687,-121.225,
0.0052445,0.44657,31,3.129,844,64,M,doctor,97405,43.935,-123.166,
0.88003,0.26709,405,3.7407,845,27,M,lawyer,47130,38.405,-85.717,
0.30694,0.52898,146,3.0342,846,29,M,student,55417,44.963,-93.254,
0.48244,0.26764,150,4.2867,847,46,M,engineer,2146,42.308,-71.089,
0.082476,0.49173,23,4.8696,848,15,F,student,25652,37.804,-82.047,
0.22977,0.49053,51,4.5294,849,34,M,technician,78390,27.974,-97.421,
0.2877,0.65984,209,3.4593,850,18,M,other,29646,34.114,-82.128,
0.083092,0.56178,49,3.4694,851,46,M,administrator,94086,37.189,-121.705,
0.0018987,0.49701,41,2.9756,852,49,M,writer,40515,37.925,-84.437,
0.39188,0.44428,217,3.212,853,29,F,student,55408,44.948,-93.289,
0.038911,0.41053,23,3.3478,854,53,M,librarian,4988,44.601,-69.357,
0.0050979,0.48595,26,3.4231,855,43,F,marketing,97215,45.519,-122.599,
0.015769,0.4614,22,3.2727,856,35,F,administrator,V1G4L,300,300,
0.019641,0.45918,21,3.4286,857,63,M,educator,9645,300,300,
0.044874,0.52204,39,3.8462,858,18,F,other,6492,41.456,-72.811,
0.08375,0.45389,71,3.2394,859,70,F,retired,48322,42.543,-83.38,
0.057664,0.39069,43,4,860,38,F,student,14085,42.716,-78.929,
0.51606,0.47732,165,4.3636,861,25,M,executive,13820,42.462,-75.097,
0.0020876,0.50051,107,3.1215,862,17,M,student,60089,42.18,-87.961,
0.74074,0.71343,294,3.8231,863,27,M,programmer,63021,38.567,-90.536,
0.0602,0.5224,66,2.2879,864,25,M,artist,11231,40.677,-74.003,
0.0060579,0.44569,20,2.7,865,45,M,other,60302,41.812,-87.687,
0.33186,0.4309,95,4.2632,866,24,M,scientist,92507,33.753,-116.056,
0.42273,0.48392,208,2.9519,867,21,M,programmer,55303,45.282,-93.419,
0.056838,0.50552,47,2.8723,868,30,M,student,10025,40.799,-73.968,
0.57045,0.32726,269,3.4535,869,22,M,student,65203,38.882,-92.398,
0.18306,0.51184,115,3.4957,870,31,M,executive,44648,40.812,-81.368,
0.060499,0.63148,71,3.3803,871,19,F,student,74078,36.094,-96.987,
0.0046331,0.47806,20,2.9,872,48,F,administrator,33763,28.017,-82.746,
0.059608,0.40636,34,3.8235,873,36,M,scientist,37076,36.154,-86.584,
0.25782,0.33603,89,4.191,874,24,F,student,35802,34.661,-86.561,
0.062644,0.41926,21,4.1905,875,41,M,other,20902,39.04,-77.044,
0.16347,0.45973,81,3.8272,876,30,M,other,77504,29.645,-95.176,
0.28382,0.32307,134,3.2687,877,50,F,educator,98027,47.497,-122.011,
0.059442,0.55389,29,3.6897,878,33,F,administrator,55337,44.772,-93.226,
0.6176,0.85024,368,3.4266,879,13,M,student,83702,43.662,-116.195,
0.57997,0.53993,259,3.3205,880,39,M,marketing,43017,40.076,-82.814,
0.44424,0.57955,137,4.0511,881,35,M,engineer,40503,38.003,-84.539,
0.52166,0.32874,268,3.9254,882,49,M,librarian,50266,41.653,-93.747,
0.072237,0.39229,43,3.7209,883,44,M,engineer,55337,44.772,-93.226,
0.26314,0.55587,102,3.3137,884,30,F,other,95316,37.55,-120.718,
0.53958,0.60472,240,3.3625,885,20,M,student,61820,40.102,-88.197,
0.3684,0.71401,171,3.924,886,14,F,student,27249,36.15,-79.61,
0.055721,0.44036,20,4.3,887,41,M,scientist,17036,40.34,-76.783,
0.65808,0.47693,326,3.4356,888,24,M,technician,78704,30.241,-97.769,
0.36136,0.30748,119,3.8571,889,32,M,student,97301,44.905,-122.922,
0.07334,0.56672,47,4.1277,890,51,F,administrator,3062,42.86,-71.5,
0.6479,0.48913,226,4,891,36,M,other,45243,39.185,-84.345,
0.1114,0.59852,59,3.4237,892,25,M,student,95823,38.481,-121.442,
0.19838,0.44576,245,3.6367,893,47,M,educator,74075,36.168,-97.069,
0.044799,0.50603,20,3.75,894,31,F,librarian,32301,30.419,-84.203,
0.66888,0.56815,362,2.9807,895,28,M,writer,91505,33.787,-118.299,
0.53651,0.56585,185,3.9622,896,30,M,other,33484,26.454,-80.135,
0.0080993,0.47832,30,3.5,897,23,M,homemaker,61755,40.53,-89.37,
0.40058,0.52171,135,3.5259,898,32,M,other,55116,44.911,-93.165,
0.06895,0.44991,45,2.5556,899,60,M,retired,18505,41.413,-75.652,
0.32775,0.61544,124,3.8548,900,38,M,executive,L1V3W,300,300,
0.11432,0.47151,49,3.449,901,45,F,artist,97203,45.605,-122.744,
0.34319,0.43796,136,3.8529,902,28,M,educator,20850,39.09,-77.184,
0.086723,0.51461,47,3.7447,903,17,F,student,61073,42.417,-89,
0.037527,0.52151,40,3.275,904,27,M,other,30350,33.963,-84.314,
0.05801,0.50994,41,3.8049,905,45,M,librarian,70124,30.002,-90.104,
0.29026,0.69551,147,4.5714,906,25,F,other,80526,40.588,-105.324,
0.22203,0.38747,74,3.5541,907,44,F,librarian,68504,40.853,-96.662,
0.031274,0.41883,26,4.3462,908,50,F,educator,53171,42.642,-87.903,
0.12439,0.54112,60,3.1667,909,28,M,healthcare,29301,35.011,-81.993,
0.2956,0.3295,98,3.8061,910,37,F,writer,53210,43.071,-87.974,
0.18011,0.35041,53,3.8113,911,51,M,other,6512,41.291,-72.866,
0.37954,0.4352,132,3.5227,912,27,M,student,76201,33.245,-97.201,
0.040387,0.45932,23,3.087,913,44,F,other,8105,39.92,-75.085,
0.0064802,0.46735,26,3.1154,914,50,M,entertainment,60614,41.812,-87.687,
0.65658,0.5268,317,3.3659,915,27,M,engineer,N2L5N,300,300,
0.05129,0.51822,35,3.5429,916,22,F,student,20006,38.897,-77.041,
0.18746,0.31878,103,3.3495,917,40,M,scientist,70116,29.969,-90.067,
0.28952,0.62412,217,3.47,918,25,M,other,14216,42.946,-78.86,
0.0049877,0.47802,26,3.2308,919,30,F,artist,90008,33.787,-118.299,
0.217,0.60979,110,3.2727,920,20,F,student,98801,47.574,-120.352,
0.31991,0.61416,127,3.3701,921,29,F,administrator,21114,39.064,-76.623,
0.11983,0.65731,74,4.1486,922,21,M,student,E2E3R,300,300,
0.22747,0.45044,82,3.7561,923,29,M,other,11753,40.755,-73.602,
0.035783,0.48587,32,3.125,924,18,F,salesman,49036,41.905,-85.059,
0.007643,0.46931,20,3.3,925,49,M,entertainment,1701,42.446,-71.459,
0.25687,0.71903,120,3.6917,926,23,M,programmer,55428,44.981,-93.373,
0.089017,0.43361,32,4.6875,927,21,M,student,55408,44.948,-93.289,
0.18343,0.37951,49,3.6939,928,44,M,scientist,53711,43.021,-89.418,
0.095344,0.49694,63,2.9683,929,28,F,scientist,7310,40.733,-74.037,
0.056801,0.5091,61,3.7213,930,60,M,educator,33556,28.129,-82.584,
0.55687,0.093275,241,3.9668,931,58,M,educator,6437,41.339,-72.69,
0.40382,0.53351,184,2.6467,932,28,M,student,48105,42.323,-83.714,
0.42249,0.35149,174,3.7011,933,61,M,engineer,22902,38.027,-78.48,
0.067309,0.58454,39,3.9231,934,42,M,doctor,66221,38.862,-94.714,
0.12097,0.59803,142,3.7465,935,24,M,other,32789,28.602,-81.359,
0.042787,0.45691,40,3.375,936,48,M,educator,98072,47.741,-122.091,
0.12158,0.69767,108,3.2685,937,38,F,technician,55038,45.182,-92.945,
0.070882,0.58448,49,4.2653,938,26,F,student,33319,26.185,-80.241,
0.24197,0.43631,107,3.4579,939,32,M,administrator,2215,42.345,-71.108,
0.044845,0.52522,22,4.0455,940,20,M,student,97229,45.548,-122.828,
0.20497,0.39386,79,4.2658,941,48,F,librarian,78209,29.431,-98.428,
0.40898,0.65633,168,3.4107,942,22,M,student,77841,30.573,-96.327,
